44547,MelNik,0,1,26,2020
49682,enanoide,12,1,609,1284
51952,fantasmagoria,0,1,537,1334
52970,Cyberfox,0,1,160,1800
58485,polloking,0,1,322,1546
64340,lucianoab1985,55,1,3098,355
66230,Experto,0,1,257,1630
70079,circonius,0,1,26,2021
75864,charlye,141,1,313,1557
77636,Geneziz,0,1,168,1787
77817,GoodAss,132,1,806,1159
80335,VARIEL81,20,1,3519,295
80863,ferruchini,139,1,2867,399
83966,ArHeim,30,1,1628,773
87568,taisapu+54,0,1,2449,484
88327,franco28,0,1,26,2022
88807,antoniobegona,44,1,294,1572
89126,Hachassinparar,0,1,224,1678
89324,Iulius,0,1,177,1769
91387,rutre,30,2,5052,142
93720,artedain,62,1,371,1487
96667,A.B.R.A.H.A.N,55,1,1187,992
97846,ferfi%C3%B1o,0,1,225,1676
99756,javier2000,0,1,26,2023
110010,malosa,15,1,1954,638
110294,Chapas,0,1,26,2024
114956,Amado+Lider,21,1,990,1077
115321,daviddj,132,1,674,1240
115692,patallo,0,1,26,2025
116702,baneos,59,1,149,1817
118153,Qosmico,0,1,657,1249
119743,Myto,0,1,410,1444
127625,teuton.de.elite,0,1,219,1685
128703,Starry,0,1,436,1420
129037,luanro,44,1,358,1503
135888,keow,0,1,182,1758
137981,Lolo+11,0,1,483,1387
141108,Fran99,10,3,5938,100
144527,paular,0,1,1620,779
145122,Pou+Cubarsi,8,1,1289,939
149167,yaelito,0,1,1339,908
150754,MagicTopo,0,1,634,1266
153216,arriaza,0,1,83,1918
153441,moriones30,0,1,73,1943
153739,pruqr,0,1,525,1340
156480,tetitet,0,1,767,1182
182449,Mexico+3000,35,1,507,1365
183045,mo17,3,1,2591,451
183902,toro+sentado,4,2,3580,273
184307,estereo,24,2,5303,130
186634,amangua,9,1,459,1404
187417,%C3%91amdu,105,1,748,1204
189413,-Killua+Zoldyck-,61,1,1114,1022
190983,asda,0,1,1332,910
191715,atapuerca,0,1,122,1863
193545,MMansillaLF,12,1,563,1320
197846,rokiller,63,1,694,1229
199877,12345678900,0,1,3772,245
200555,nukimura,0,1,492,1383
201700,UNOKEVA+ANDANDOR,24,1,2730,423
202091,Victorgm,125,1,409,1446
203514,foncho,133,1,735,1216
215587,lobyyto,26,1,947,1097
216871,nica97,0,1,1206,982
217192,tunivalee,10,1,2508,475
219202,tuma22,16,1,2376,498
219369,bernabeu,50,2,6147,90
222512,Matapoco,0,1,357,1504
222751,davidx,4,3,10479,33
223079,-martin2001-,0,0,0,2184
231570,skalkh,20,1,2770,413
235517,min1mal,0,1,100,1896
235662,Wottan,0,1,68,1955
240304,Wadasa,1,1,3282,324
247494,Sekram,16,1,3144,342
252330,coe81,0,1,160,1801
253061,alejansro,0,1,163,1797
254189,germy.c,19,5,11806,23
254547,ElSevillano92,16,3,5581,113
255924,Elxeneixe,0,1,531,1338
256280,MENN0SH,0,1,666,1245
258443,Etosamot,35,1,1946,640
262910,ovidio+de+roma,3,1,1944,641
265281,Marques+de+Riscal,29,1,1385,879
265478,gurras+riviales,0,1,59,1968
266664,bramdalar,9,1,875,1129
266826,Jorgecsv,0,1,629,1271
267862,lazarillo,0,1,70,1947
267903,kikedecay,24,1,2579,453
271851,rafaman2,0,1,897,1119
273314,tirano+flanders,107,1,186,1753
278359,MARTIN+KING,50,3,9141,44
279226,romario3,68,1,2386,495
280765,WWidoW,3,1,1344,904
285536,Lady+Rowena,16,1,2188,552
285930,Tomaseta,0,1,388,1471
286637,barbarisimo,20,1,4110,211
287776,kuribo1976,53,2,4282,191
292351,cipinho,153,1,811,1167
294623,Ka%C3%ADn,0,1,179,1766
294778,Zakex,0,1,146,1820
295493,alexo,0,1,180,1760
301195,litus13,0,1,1700,726
301920,nostromo,4,3,7400,64
302869,getafuen,1,1,2171,584
304119,la+ca%C3%B1a,0,1,1015,1060
311234,ARKANTOS+2009,1,1,6710,76
316717,TUPAC,24,1,2130,566
317909,Guillermo7,10,1,1556,807
321281,rulas007,105,1,2967,381
331657,altrall,15,1,2224,542
340120,MrCactus,41,1,298,1568
344613,Lady+Veneno,41,1,145,1824
349480,scout77,0,1,746,1198
352604,War-Dian,68,1,2523,471
355278,edinsonorlando,53,1,1449,852
362000,Andres+DTY,94,1,1820,670
362199,rabagalan73,22,1,608,1285
371560,Exter+Exposito,0,1,26,2026
372729,YAMAYA,0,1,2283,528
380208,temito,0,1,456,1407
380925,Julius16,53,1,3056,367
384620,nico555,0,1,550,1326
384682,yoni-,55,1,3386,322
389146,lukareli,50,1,2363,502
389855,Capit%C3%A1n+meliodas,55,1,1450,851
391222,ArtkingNew09,0,1,175,1774
403419,TITAN+MASTER,1,1,2205,544
405627,futbol8,0,1,26,2027
409584,nebur+3,0,1,189,1743
409970,El-pillo,0,1,1175,1013
412476,kikomane,17,1,947,1098
414118,oremor,0,1,26,2028
414455,THE-HERO,111,1,574,1312
432074,juanito20,17,1,1572,802
433392,verijames,24,2,3534,285
433818,chocolatoso,15,1,1228,973
435027,tigreII,105,1,897,1120
443635,ceporrero,0,1,132,1848
460649,angelo4435,62,1,483,1388
477281,juanchime,75,1,2744,417
480392,Maga+la+maga,139,1,1204,988
482542,zvvs,65,1,712,1218
486017,Gerrerodelasombra,0,1,621,1277
486339,Spaid,19,6,10609,32
488498,chalinillo,0,1,1557,806
492721,menwer,0,1,825,1151
495300,arriano,146,1,723,1212
499950,TATXOSKY,0,1,116,1874
507321,El+monje,9,1,693,1230
524183,LeejtopOw,0,1,26,2029
531777,tumarguce,65,1,1006,1067
542783,sojan1,69,1,2940,391
546791,Senetiner,30,1,2617,446
550454,WARBLUE,10,1,3133,345
554260,club+tigre,10,1,1658,753
555656,NEGRO35,79,1,553,1325
562305,peleador+54,2,1,1163,1014
570723,ALFPOLIS,0,1,1958,629
572281,TL+Leo,0,1,6188,88
572504,sir+elidan+dj,2,1,3578,270
577826,AlVaro+IX,69,1,2270,533
584011,till+liden+teil,0,1,142,1829
590756,ANGELKAPO14,16,1,2527,469
608533,killson,9,1,953,1094
635280,SADA.SUR,0,1,121,1866
637516,perro69,55,1,1236,968
649916,aquileeessss,0,1,218,1686
656147,paramo2,150,1,1355,919
656164,santiagoalarcon,29,1,1752,703
663520,satania64,0,1,401,1455
666419,elbonekud,30,1,1294,937
669607,revoltosa,29,1,2461,481
677597,whalas,0,1,26,2030
684733,pedo+el+grande,10,1,3480,292
685863,medievolo,0,1,347,1514
689953,ga%C3%B1anes,77,1,1192,991
697480,EL+CABALLERO+FENIX,0,1,467,1400
701464,mafiu35,9,1,369,1488
709099,GZUCK,0,1,618,1278
719429,gollum+vs+smeagol,0,1,26,2031
719468,sakataka,30,1,2993,374
727804,rrulo,0,1,444,1413
740471,BSR+Metal,8,1,1090,1031
741002,didac7,3,1,4074,215
743605,siarez,41,1,596,1298
747111,zeus03,15,1,2076,581
748151,hectorleo,77,1,711,1224
769012,lokdavid,28,1,2802,409
769552,TOMAJAUSS,0,1,613,1281
770420,escorpion61,11,1,590,1303
776487,traj,68,1,2844,403
779531,agust+el+grande,16,2,5480,120
781658,jjert,9,1,691,1232
783798,TheMarine,79,1,457,1405
784340,Wiking,55,2,3869,236
786529,serrajserra,12,1,1891,660
789512,Ciro+el+Grande,3,1,3850,237
795080,portugiese,69,1,1777,688
800543,ignacio33,30,3,6032,97
804111,Poni+is+back,1,1,2844,404
817959,LEGULEYO,62,1,924,1105
818432,Chuanpy,0,1,139,1830
818654,orsanapioscuro,0,1,157,1804
819429,Miles,0,1,1433,862
826503,yumi+la+papa,0,1,790,1165
828995,juan-mi,0,1,633,1268
829690,yupanq3i,52,1,1910,652
835134,nickcapov,10,1,3425,305
837378,zaikoman,28,1,1174,997
842480,brenok,94,1,623,1275
843253,VALEZKA,0,1,217,1688
845612,Juda+Ben+Hur,69,1,1962,650
860318,dgvv,15,1,2529,468
862424,Black+Buc,154,1,362,1496
862456,Dasteo,20,1,4230,198
865857,azrael-k,28,1,4815,160
866900,alexran,28,1,1502,832
878285,The+Shadow+Lord,0,1,508,1364
879328,Lornas,0,0,0,2185
879464,RAFITO,137,1,428,1426
883040,villacis21,82,1,1302,929
888810,-L+A+L+O+N+G+A+N+I+Z+A-,1,5,14531,11
891173,CaPiTaN+ClOw,3,2,6024,96
896073,troyanoazul,0,1,258,1628
902339,Huerque,136,1,504,1367
907588,parkerlew,30,1,2436,486
908754,EL+URBANO,79,1,1236,969
911726,Nabucodonosor17,77,1,656,1250
912352,GuerreroPlata,4,2,4062,217
912799,condeplebeyo,0,1,265,1620
913250,Maleth,15,1,365,1492
925391,tipito24,28,1,4282,192
926570,Dfiru,20,1,2412,504
933357,d3byan,9,1,1204,999
934653,-Xiki-,1,5,10589,31
940808,alvaraum,0,1,26,2032
944051,Toxic,68,1,1074,1041
945125,QE+ONDA,111,1,1909,653
946962,luichis,76,1,409,1447
949693,jeiskill,0,1,695,1235
951401,novatius,142,1,2189,551
952403,jon.txi,0,1,357,1505
952827,merak13,15,1,3249,328
953649,...Napo...,0,1,263,1624
965211,Cabe-22,0,1,492,1376
967045,APU+BADULAQUE,29,1,3075,359
970286,-Naruto-,12,1,568,1316
975086,faku.lp,0,1,1142,1017
975475,Aubriel,0,1,632,1269
978034,Sven+el+Protector,2,1,1133,1015
978368,akaekay,0,1,231,1669
985782,pijacorta,15,1,2542,464
986252,dieguinloko,10,1,2337,511
987383,nicolasedu76,8,1,1000,1081
987723,peruanisi,105,1,376,1483
991519,josemis69,41,1,1877,661
992825,las+dalias,10,2,4821,159
997469,Monhoy,79,1,651,1254
999986,qqwwee,16,1,1631,772
1001039,lordson,21,1,2182,555
1006563,Legion+Sur,0,1,167,1788
1007629,SENTO2,0,1,276,1604
1009265,Reey+Ragnar,0,1,174,1777
1011913,chus96,0,0,0,2186
1013969,Lwliet,0,1,26,2033
1015775,jodejuca,0,1,26,2034
1019205,hercules+5,82,1,1285,940
1021247,afortunado,28,1,3362,312
1022419,PAPI+1,0,1,2422,490
1023259,Mrloco,30,1,2815,408
1024499,barryl,0,1,246,1661
1025081,J+O+K+E+R,0,1,26,2035
1028035,CHEVY+LUCAS,53,1,604,1302
1036162,MOJAVE,10,2,3617,265
1037239,totoneta,111,1,799,1168
1039689,Zigian,0,1,4024,218
1040712,pevicorsa,2,3,3656,266
1043263,apirm,10,1,3567,275
1043323,Fenix000,0,1,192,1755
1043943,ACEMLA,0,1,468,1410
1045898,serggio+el+matador,35,1,1086,1033
1047744,reydelplaneta,0,1,644,1263
1051979,peve,0,1,342,1524
1052122,Purown,0,3,4250,195
1054619,Ikamon,0,1,26,2036
1066559,neoragex,62,1,579,1309
1073867,GanjaMan4,3,1,398,1459
1075536,MoChonk,30,1,1011,1062
1078293,PRAETOR+GUGUITO,15,2,2999,372
1079185,anna+bolena,0,1,70,1948
1082316,DRUIDA+ROJO,0,1,483,1389
1084230,culata,0,1,239,1658
1085503,riquita,24,1,1339,909
1096810,Magnetom,137,1,592,1300
1097072,milrayita,9,1,1356,895
1097179,furlog,62,1,1302,930
1097438,Sensy+Seed,53,1,1757,699
1099788,Franzurita,0,0,0,2187
1100445,GeNgHi-kHaN,53,3,6980,73
1105744,mrzonyy,0,1,331,1531
1107872,Zephyroas,141,1,851,1140
1108466,LEONARDO1175,93,1,709,1220
1124356,Rikuasesino,50,2,7220,69
1126755,caballeronegro2000,0,1,912,1111
1130513,JOSPI,0,1,334,1538
1137765,isis+calandre,11,1,1810,679
1137797,exclama,120,1,921,1112
1139497,alloza14,68,1,113,1886
1146818,tolteka,21,1,1997,607
1148395,ortegadies,3,1,3133,346
1156608,TUNDHER.ICE,15,1,2109,574
1156788,peluqueros,50,1,3880,232
1165711,crazy+vato,53,1,3284,323
1166358,Johnattan94,19,1,4990,148
1169034,Vanquished,1,5,17259,6
1172964,AZTK.Pacheco,0,1,190,1737
1173630,il+capii,3,2,5851,102
1174348,guilfrey,10,2,7602,60
1182358,forlando,2,1,1108,1026
1184145,jose553,17,1,1011,1063
1186212,Rey+Robe,28,1,1940,642
1187462,comando+j,69,3,5690,106
1193040,Pain,9,1,813,1158
1203157,JAM+037,0,1,3532,283
1216380,zecarlo,11,1,1712,721
1224118,wuars1995,0,1,484,1384
1225599,feanad22,0,0,0,2188
1231327,Vientosur,24,1,2483,478
1233516,movilla69,9,1,4178,202
1233703,franxox,62,1,1036,1052
1233834,Lady+La+Hoya,9,1,1218,977
1244723,ut01027,0,0,0,2189
1247466,-Elgrand-,28,1,2359,503
1248571,dr+chila,12,1,686,1236
1251204,nahuel+destruccion,0,1,242,1650
1259861,Teyla,19,1,2150,562
1259986,-agus-,0,1,81,1921
1263244,KURIANA,0,1,26,2037
1267847,pepeca,30,1,2041,595
1271321,luistxiki,1,2,7195,70
1275700,ReidoSur,35,1,869,1130
1294772,.Yuen+Hsiao.,50,1,3784,244
1299883,maderig,0,1,517,1351
1301199,snaiper18,0,1,483,1390
1317137,raper96,82,1,1269,958
1319129,marcelovarela,0,1,525,1341
1320170,BSR+Chemamecha,1,1,6076,93
1321682,darkmatius,82,1,1198,989
1323047,ilyas,50,1,4257,194
1325175,Sir.+Juanjo,65,1,500,1371
1326344,Asanbas,29,1,2060,590
1327372,Markryztos,132,1,406,1449
1328819,Yeni%C3%A7eri,2,1,1313,921
1329046,curro88,0,1,1139,1019
1335782,teamosoraida,0,1,26,2038
1338801,tole+sped,0,1,316,1553
1342035,Beogulf,1,6,13866,15
1344475,xina+1,20,2,6053,94
1344786,munu95,20,2,5532,116
1350126,RIKARDXXI,99,1,600,1292
1351573,xpopex,9,1,843,1148
1363055,j.paredes,0,1,331,1532
1367441,excaliburvamp,16,1,1926,645
1369420,PrinceNoob,0,1,1057,1044
1369805,jjbc,24,1,2185,554
1370083,Pueblos+de+barbaros,2,1,2576,454
1379818,Eten,21,1,2693,432
1382360,rey+crakuort,0,1,329,1548
1385426,metal+mania,0,1,357,1506
1385666,Saly,30,1,773,1177
1390210,Thibaut+Courtois,1,4,15358,8
1393257,aaglaee,50,1,1355,896
1403742,ANATOMIC,29,1,556,1321
1405084,MawaNz,137,1,1826,668
1406307,bandierita,53,1,2544,465
1408290,x+-man,0,0,0,2190
1415537,-+L+o+Q+u+i+L+L+o+-,0,1,26,2039
1416150,TodosLosDiasSaleElSol,0,1,233,1664
1416762,jesus445,29,1,1524,822
1419343,Serhenna,41,1,916,1110
1419758,Verdejo87,29,2,3717,251
1423677,CASTONIKITA,68,1,1024,1069
1424787,juanx7,52,1,545,1328
1427030,thiron,9,1,1105,1028
1433177,el+tigre+de+malasia,2,1,2875,393
1434418,Viking-Tyr,65,1,185,1770
1435337,Perua7,0,1,180,1761
1437428,Sermorya,0,1,243,1665
1437765,shigamaru,10,1,3652,259
1440028,bolso1990,17,1,864,1133
1442174,NOSFERKRATOS,0,1,32,2008
1446155,versus25,0,1,2041,601
1447840,Rey+Guonku,0,1,48,1981
1451112,WhySoSerious,0,1,74,1941
1451906,Maese+Zippo,0,1,339,1529
1453511,urre,35,1,2571,456
1454996,LaInfeccion,0,1,791,1174
1459338,seragus,20,1,2929,385
1466469,flomar,0,1,1184,993
1468658,%2ABruToX%2A,0,1,360,1501
1469003,Epson+Fly,15,1,3165,340
1469587,satan-as,0,1,722,1214
1470110,OPer,15,1,2719,426
1471280,gallego1968,4,2,3927,228
1472156,feixes,0,1,56,1972
1472448,VICTORIO2011,4,2,4498,186
1474095,ahadi13,29,2,3678,257
1475038,Fedaikin,79,1,2274,532
1476089,lykorz,0,1,263,1625
1476356,AUSENTE33,0,1,193,1731
1478392,Jorblak,0,1,452,1412
1479932,Sir+Franji,82,1,2134,565
1483240,infernal2,0,1,352,1509
1485683,Thanoz,0,1,2187,583
1486621,La+Trastornada,50,1,246,1646
1498879,aitor1122,0,1,92,1901
1498913,Kenin157,0,1,112,1881
1501353,JoseJuang,79,1,589,1305
1510598,XaIRoW,141,1,690,1233
1513823,Keeta+Aungsuwan,132,1,221,1682
1514905,meljta,0,1,171,1782
1515545,GoD97,26,1,1301,931
1516486,andersen91,0,1,484,1385
1519293,betico03,35,1,3027,368
1522246,JACL+EL+GRANDE,105,1,922,1107
1525913,Rodrigo+Goes+Es+Iran%C3%AD,0,0,0,2191
1531809,mojoyoyo95.,0,1,26,2040
1535952,lithox777,3,2,5164,137
1543507,TaTaMartino,10,3,5230,131
1545062,JAUMEM,3,2,7065,72
1546340,TuSSi+PoTe,1,1,4432,189
1548649,Chalaito,69,1,728,1209
1549572,PHNeutro,82,1,3315,317
1549959,SyaoranLee,139,2,3711,252
1550162,rolo+parse,29,1,1423,866
1550750,chivuuaa,0,1,524,1345
1550947,Oveja+saltarina,0,1,54,1975
1551180,Chekejode,2,1,2519,473
1551553,EMIR+sanguinario,124,1,328,1539
1552275,zairo,68,1,2629,443
1552780,narlord,16,1,2779,412
1553074,Doramax,120,1,1202,984
1553266,NZRU,120,1,528,1352
1553920,Maaurooh,129,1,836,1146
1555525,mackrodro,55,1,1117,1021
1556649,Blankito665,10,2,5497,119
1563523,sergioportero,144,2,5717,104
1563960,fermin,0,1,760,1189
1564217,prohardstyle,0,1,410,1445
1564223,juansantos2,0,1,460,1416
1564945,SHAK,0,1,1479,840
1566017,pituca,0,1,256,1631
1566793,Finland,0,1,255,1636
1568957,Deadmouse,82,1,206,1708
1571842,Nietzs,20,2,5953,99
1573465,Tiberio,28,1,1202,985
1573548,JuegoSolo,1,1,4156,203
1577013,ruracks,0,1,281,1593
1577430,Boss+MORIBUNDO,2,1,1026,1057
1577451,Damn,20,2,5619,109
1578846,sam978,16,1,3049,363
1579889,Hamazazpi,0,1,573,1313
1580481,calceta7,30,1,6350,82
1580549,-Halla+Madrid-,0,1,156,1805
1581345,CalleJero,0,1,156,1806
1584104,akily,3,1,1007,1065
1586548,minifalda,0,1,1354,897
1586763,CmPaX,19,4,10102,37
1587053,xinojua,1,2,8647,50
1588173,Se%C3%B1or+LORD+TORVIC,8,1,948,1096
1589382,MEIAN01,0,2,819,1155
1589949,saladino,28,1,1671,736
1592344,DarkLegend,8,1,1576,800
1592439,magollas,0,1,169,1785
1592617,Einheri87,0,1,580,1308
1593827,manuel-wal,0,1,867,1131
1594692,Jandry4,19,3,7110,71
1595726,-xyc,1,2,5053,141
1597818,desde+mi+cielo,107,1,556,1322
1598893,Caezare2273,19,2,5669,117
1598999,pacorro,35,1,1007,1066
1599626,river93,0,1,26,2041
1606078,Thor11,0,1,26,2042
1608217,GANZ,0,1,188,1747
1608613,Hellvett,0,0,0,2192
1608799,yave39,4,2,4600,177
1609139,policcio,28,1,2782,411
1610816,marcus,0,1,344,1519
1611365,trollero22,55,1,3350,313
1611699,C1D+CAMP3ADOR.,9,1,1579,798
1613254,iAndtonio,0,1,26,2043
1613388,sLoVeXx,2,1,2371,500
1613919,cesjis,0,1,190,1738
1614522,Pekadores,0,1,380,1479
1615059,acs26cs,0,1,744,1200
1615111,ordo%C3%B1oII,120,1,1424,869
1617970,bmvc,28,4,6340,83
1619606,OLGUEITOR,59,1,255,1632
1619714,Paddyano,0,1,26,2044
1620779,snk0,0,1,26,2045
1620964,Nicosta,0,1,26,2046
1623724,The+legend+returns,0,1,85,1911
1624952,Sandman,26,1,312,1558
1625326,sweity,68,1,1841,666
1627158,MoaBDiV,70,1,339,1522
1628375,pankistan,111,1,2788,410
1628845,pipia07,93,0,0,2193
1629938,patosov,0,1,26,2047
1629978,Huepjr,0,1,1238,964
1630138,lastoco,68,1,617,1279
1630663,lucesita,9,1,1403,874
1631678,Cheguy,0,1,946,1100
1635695,jubebur,0,1,84,1915
1638669,buko,9,1,791,1164
1639534,RafelDM,30,1,1379,883
1641044,Rolan96,0,1,84,1916
1643481,jesusiyo3333,93,1,2573,455
1645211,luzbelito69,0,1,418,1432
1646350,tecnollave,105,1,402,1454
1646529,Dragonblack,0,1,769,1180
1646803,eneko32,137,1,762,1187
1646936,resurrecion,0,1,63,1962
1650928,nosoynoob70,77,1,652,1252
1651308,-Raulinho-,1,3,8807,48
1652831,matimir,105,1,2011,630
1653036,dani1812,20,2,5866,101
1653196,l3abyBeLL,0,1,514,1355
1655503,Naras,0,1,167,1789
1655794,capitan+tsubasa,52,1,695,1228
1657363,monicafari%C3%B1a,10,2,3971,224
1657441,Von+Schweetz,50,3,5170,134
1659003,BadilloPillo,0,1,483,1391
1663439,Owen26,0,1,26,2048
1665557,berci,0,1,525,1353
1666646,andykiller,30,2,4659,172
1666980,TEMPLARIO777,77,1,2592,449
1667957,Conde+de+Veri,17,1,1005,1070
1667968,-N-E-W-,0,1,747,1197
1671571,albertoelcanario,10,2,4674,170
1672154,flint,69,1,4080,214
1673222,INQUISICION,16,4,4504,185
1674937,catalufo,19,1,2309,520
1677446,Devil+Jim,111,1,420,1428
1678679,Thanks.es,1,5,9394,41
1679379,cachocop,2,1,1209,979
1679961,jhonnas,9,1,1144,1010
1682534,hockz,0,1,44,1998
1682674,La.Mota,28,4,11369,26
1682871,emavelez,94,1,1492,860
1683698,Roig.17,3,1,2685,434
1684263,los+rios.,10,1,3445,300
1688375,NEDRUN,79,1,420,1429
1691091,medyna14,107,1,1558,805
1691132,Alvhia,111,2,6979,74
1696634,Black+lady,2,1,2712,427
1696964,joan250,9,1,1656,755
1697363,Nonamed,0,1,392,1467
1697624,RAGNAR.,0,1,231,1670
1699710,Julio.Ceesar,94,1,1300,933
1700496,Akka,68,1,1228,974
1701431,maykel638,0,1,470,1399
1702006,Sombrero+de+paja,0,1,1707,737
1702291,Granjero1,120,1,1601,790
1702675,CONDOR+DE+LOS+ANDES,0,1,143,1827
1703257,%2ACHILENO%2A,4,1,2704,430
1706235,Alejandro20,69,1,2172,557
1706461,prospector,0,1,26,2049
1707975,MorCloud,154,1,414,1438
1709215,ReeduS.,12,1,523,1347
1714244,masacre100,19,5,9093,45
1715942,Srbaluarte,0,1,949,1095
1715991,andReea92,4,2,6189,89
1716245,Golen3,3,2,3654,260
1718539,Carlito+Brigante,0,1,153,1812
1721648,NESSST,0,1,338,1525
1721928,focs,16,1,2447,485
1722419,Don+Cami%C3%B3n,0,1,144,1825
1723176,LITANIRIVER,162,1,339,1530
1724130,hexahidratado,9,1,757,1190
1726840,Cthulhu,0,1,272,1608
1727458,HATOS+VEINTINUEVE,0,1,190,1739
1727699,B4LL3ST3R,2,1,993,1075
1731090,guelflendo,111,1,806,1160
1731373,gru4.,20,5,14338,12
1734443,nicko917,10,1,4028,220
1736828,traspie,20,1,5018,147
1740644,bucefalo101,0,1,273,1615
1740954,Znna,137,1,729,1206
1745999,-+S+P+A+R+T+A+N+-,1,4,14194,13
1746350,NeoGamer08,0,1,91,1903
1747072,Eg0CeNtRiK0.,19,3,5705,110
1747712,-+L+O+B+I+T+O+-,1,1,542,1330
1748648,Se%C3%B1ora+BarbY,9,1,1097,1029
1749417,Izaya,0,1,3043,364
1749444,pistachos,9,1,192,1733
1749963,JOAOpereira,0,1,2354,505
1751219,BigHeart,0,1,2346,507
1752476,Raf110,68,1,3850,238
1756065,jorge94gd,0,1,26,2050
1756097,sir+cabrito,0,1,746,1199
1756338,zeir,0,1,528,1342
1762371,A+COP,9,1,1398,877
1762817,jamap,9,1,1673,734
1764827,banano,93,0,0,2194
1766082,Quality+the+Sax,92,1,768,1181
1766388,Xaniro,20,1,2325,517
1772088,victor100,0,1,624,1273
1772681,ilyasova,0,1,357,1526
1772694,la+maravilla,21,1,1426,865
1773131,Javivi666,62,1,1965,623
1777202,speero+as,0,1,538,1331
1783692,sarius,1,2,5527,118
1784555,SAYKO,0,1,2871,395
1786798,kamka,3,2,7976,56
1787062,rusa83,0,1,129,1855
1787948,LordMelapela,0,1,107,1887
1788969,edison+perez+regreza,0,1,280,1594
1790251,What+Da+Faq%3F,0,1,26,2051
1791783,Muse,137,1,406,1450
1791810,Armyshaell,0,0,0,2195
1793379,MatyCash,20,2,5601,114
1796126,Jaimerm,12,1,708,1221
1796437,Sr.Farmer,10,1,3519,286
1796981,piojoso,0,1,2192,549
1802533,H+u+b+e+r,0,1,26,2052
1806199,Telapelas,0,1,221,1683
1806454,nicopirata,4,2,3534,282
1810435,xxx+odin+xxx,20,5,10034,39
1810477,Helaric,0,1,26,2053
1811741,Rey+destructor,0,1,80,1925
1814340,Naiara,16,1,3790,255
1815147,lord+verox,65,1,282,1592
1819308,NEFERTITI,93,1,1361,887
1819409,maestro.c4,0,1,251,1638
1819637,3l+rum4n0,0,1,365,1493
1820634,.SrPablo.,0,0,0,2196
1820940,eltitoraul,20,3,9350,42
1820949,Pestoso,69,1,2976,378
1821118,asterix,0,1,1251,957
1824034,Mobotombo,28,2,6239,87
1824458,Se%C3%B1or+siabato,0,1,279,1597
1825930,Gale,3,2,5955,98
1826108,Reina+Flod,29,1,2711,428
1826519,turcos,30,1,1116,1039
1828777,Intelligence,0,1,250,1639
1830186,welcometoxanke,0,1,26,2054
1831061,Soto,0,1,166,1791
1832931,ChEkEjOdEz,0,1,201,1720
1833730,tony+montanaa,1,3,4830,158
1836199,ivomax333,78,3,4130,209
1836919,spectre6,0,1,643,1261
